unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,affil,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,locale,openpubl,"act",newid,"deathyr","closedat",cyactive,stat_fa,pseflag,pset4flg,lock_fa,"date_fa",stat_ic,stat_c,prch_c,idx_c,imp_c,lock_sp,stat_sp,stat_ef,prch_ef,idx_ef,imp_ef,pta99_ef,ptacipef,ptb_ef,ptc_ef,ptd_ef,form_f,stat_f,prch_f,idx_f,imp_f,"fybeg","fyend",gpfs,f1gasbcr,f1gasbal,stat_sfa,prch_sfa,idx_sfa,stat_gr,prch_gr,idx_gr,cohrtstu,cohrtyr1,pyaid,cohrtaid,sport1,sport2,sport3,sport4,sport5,transver,longpgm,cohrtmt,cindon,cinson,cotson,cindoff,cinsoff,cotsoff,cindfam,cinsfam,cotsfam,fte,ocrhsi,ocrmsi
434399,"LIFELONG LEARNING CENTER-BUSINESS SKILLS INSTITUTE","336 SUMMIT ST","EVANSTON","WY","82930",56,7,"RICHARD MEYER","DIRECTOR","3077895742","3077895742","3077895742","830289865","804412096","03291300",1,"-1",7,3,1,1,1,1,2,2,0,2,0,0,6,6,2,2,2,2,-3,6,1,"A",-2,"-2","-2",1,1,1,1,81,"111500",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,1,1,-2,-2,-2,"071999","062000",1,2,4,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,16,-2,-2
434405,"LOS ANGELES COLLEGE OF MICROTECHNOLOGY","3440 WILSHIRE BLVD., STE. 1111","LOS ANGELES","CA","900102112",6,8,"HEMRAJ RAMDHAN","PRESIDENT","2133899781","2133899781","2133899781","954424459","806309795","03259300",1,"www.lacmt.com",9,3,3,2,1,1,2,2,0,2,41,0,24,28,2,2,2,2,-3,1,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"012000","122000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,29,-2,-2
434414,"MICHIGAN JEWISH INSTITUTE","25401 COOLIDGE HWY","OAK PARK","MI","48237",26,3,"DAVID KAGAN","PRESIDENT","2484146900","2484146900","2484146900","382395931","015985286","03284300",1,"-1",2,1,2,4,5,1,2,2,30,1,-1,-1,-1,-1,2,2,2,2,51,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111600",1,1,-2,-2,-2,11,2,2,-2,-2,1,4,-2,5,1,1,2,1,-2,-2,-2,"091999","082000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,2,1,,,,,,,,,,124,-1,-1
434423,"MIDDLESEX COUNTY VOCATIONAL AND TECHNICAL HIGH SCH","112 RUES LN","EAST BRUNSWICK","NJ","088161070",34,2,"Mr. Joseph C. Colombo","Superintendent","7322573300","73225733001962","73225733001944","226002455","068711159","02359000",1,"www.mc-votech.org",7,3,1,1,2,1,2,2,0,3,38,1,6,20,2,2,-1,2,-3,-3,1,"A",-2,"-2","-2",1,2,2,3,81,"111500",1,5,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,1,1,-2,-2,-2,"071999","062000",1,2,4,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,1,,,,9864,10989,10989,3673,4798,4798,516,-2,-2
434432,"MYOTHERAPY INSTITUTE","6020 S 58TH ST","LINCOLN","NE","68516",31,4,"SUE A KOZISEK","DIRECTOR","4024217410","-1","-1","470808358","939136107","03279300",1,"-1",8,3,2,4,2,1,2,2,0,2,-1,-1,-1,-1,2,2,2,2,-3,2,1,"A",-2,"-2","-2",1,1,1,1,81,"110600",1,1,-2,-2,-2,0,5,4,-2,-2,2,4,-2,5,5,5,2,4,-2,-2,4,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,18,-2,-2
434441,"NATIONAL COLLEGE OF ORIENTAL MEDICINE","7100 LAKE ELLENOR DR","ORLANDO","FL","32809",12,5,"MARVIN D KELLY","ADMINISTRATOR","407888868910","407888868916","407888868912","593018124","804012482","03238300",1,"www.acupunctureschool.com",3,1,3,2,7,2,1,2,20,1,2,0,18,5,2,2,2,2,53,2,1,"A",-2,"-2","-2",1,1,1,1,81,"111300",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,-2,-2,1,3,1,-2,-2,-2,"071999","062000",1,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,2,,,,,,,,,,91,0,0
434469,"NEW PROFESSIONS TECHNICAL INSTITUTE","4100 W FLAGLER ST STE A1","MIAMI","FL","33134",12,5,"JOSE VAZQUEZ","VICE PRESIDENT","3054612223","3054612223","3054612223","650361224","848280749","03224300",1,"-1",9,3,3,2,1,1,2,2,0,2,1,0,1,82,2,2,2,2,-3,1,1,"A",-2,"-2","-2",1,1,1,1,81,"112000",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,3,1,-2,-2,-2,"011999","121999",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,167,-2,-2
434478,"PUERTO RICO DEPT OF HEALTH-DIETETIC INTERNSHIP","PO BOX 70187","SAN JUAN","PR","00936",72,9,"-1","-1","7872746831","-1","-1","-1","090319633","03247300",3,"-1",7,3,1,1,2,1,2,2,0,2,0,0,0,99,2,2,-3,2,-3,-3,1,"N",-2,"-2","-2",1,1,1,1,81,"112900",1,1,-2,-2,-2,11,1,1,-2,-2,-2,1,-2,1,1,1,1,1,-2,-2,-2,"071999","062000",3,-1,4,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,10,-2,-2
434496,"STRAND COLLEGE OF HAIR DESIGN","423 79TH AVE N","MYRTLE BEACH","SC","29572",45,5,"NANCY POOLE","PRESIDENT","8434491017","8434491017","8434491017","570970538","833460710","03293300",1,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,2,2,-3,4,1,"A",-2,"-2","-2",1,1,1,1,81,"111500",1,1,-2,-2,-2,0,5,4,-2,-2,1,4,-2,5,5,5,3,4,-2,-2,2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,58,-2,-2
434502,"TOUCH OF CLASS SCHOOL OF COSMETOLOGY","2310 stonewall st","Greenville","TX","75401",48,6,"SHARON BERRY","OWNER","9034551144","9034551144","9034551144","752463448","159970714","03275300",1,"TouchofClass.bonuspages.com",9,3,3,2,2,1,2,2,0,2,19,0,0,6,2,2,2,2,-3,7,1,"A",-2,"-2","-2",1,1,1,1,81,"111600",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"012000","122000",3,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,48,-2,-2
434511,"WATERMAN TRAINING INSTITUTE","4 UNION SQ #8","UNION CITY","CA","945873523",6,8,"WILLIAM E WATERMAN","DIRECTOR","6503447652","6503447652","6503447652","680374141","861173037","03290300",1,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,1,10,"12152000",5,4,-2,-2,1,0,5,4,-2,-2,1,4,-2,5,5,5,3,4,-2,-2,3,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,20,-2,-2
434520,"BRANFORD HALL CAREER INSTITUTE-SOUTHINGTON CAMPUS","35 N MAIN ST","SOUTHINGTON","CT","06459",9,1,"Andy Tierney","School Director","8009597599","8602760600","8602760600","232690262","046557497","02074002",1,"msinusas@branfordhall.com",9,3,3,2,2,1,2,2,0,2,5,0,1,6,2,2,2,2,-3,4,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,-2,1,2,128674,-2,"-2","-2",-2,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,360,-2,-2
434539,"CITY COLLEGE","5975 SUNSET DR  SUITE 100","SOUTH MIAMI","FL","33143",12,5,"CHARLES SOMMA","EXECUTIVE DIRECTOR","3056669242","3056669242","3056669242","650000627","058588257","02515402",1,"www.citycollege.edu",5,2,2,3,3,1,2,2,40,1,28,1,1,59,2,2,2,2,40,3,1,"A",-2,"-2","-2",1,1,1,1,81,"110700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,-2,1,2,244233,-2,"-2","-2",-2,-2,-2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,1,2,1,,,,,,,,,,201,1,1
434548,"ITT TECHNICAL INSTITUTE","1930 MEYER DRURY DR","ARNOLD","MO","63010",29,4,"PAULA JERDEN","COLLEGE DIRECTOR","6364646600","6364646609","6364646600","362061311","026458401","00732706",1,"www.itt-tech.edu",6,2,3,2,3,1,2,2,40,1,5,0,0,0,2,2,2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"110900",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"012000","122000",1,-2,-2,1,-2,-2,1,-2,-2,3,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,,,,19460,19460,19460,16769,16769,16769,367,0,0
434557,"ITT TECHNICAL INSTITUTE","7040 HIGH GROVE BLVD","BURR RIDGE","IL","60521",17,3,"JOAN MALATESTA","DIRECTOR","6304556470","6304556470","6304556476","362061311","017394953","00832904",1,"-1",6,2,3,2,3,1,2,2,40,1,9,0,3,19,2,2,2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111000",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"012000","122000",1,-2,-2,1,-2,-2,1,-2,-2,3,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,,,,19460,19460,19460,16769,16769,16769,203,0,0
434566,"ITT TECHNICAL INSTITUTE","13 AIRLINE DR","ALBANY","NY","12205",36,2,"ROBERT BARTON","DIRECTOR","5184529300","5184529300","5184529300","362061311","077017320","00455301",1,"www.itt-tech.edu",6,2,3,2,3,1,2,2,40,1,1,0,0,1,2,2,2,2,-3,2,1,"A",-2,"-2","-2",1,1,1,1,81,"111500",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"012000","122000",1,-2,-2,1,-2,-2,1,-2,-2,3,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,,,,19460,19460,19460,16769,16769,16769,141,0,0
434575,"ITT TECHNICAL INSTITUTE","235 GREENFIELD PKY","LIVERPOOL","NY","13088",36,2,"BRUCE HEDSTROM","DIRECTOR","3154618000","3154618000","3154618000","362061311","-1","02321703",1,"WWW.ITT-TECH.EDU",6,2,3,2,3,1,2,2,40,1,13,2,0,3,2,2,2,2,-3,4,1,"A",-2,"-2","-2",1,1,1,1,81,"111500",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"012000","122000",1,-2,-2,1,-2,-2,1,-2,-2,3,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,,,,19460,19460,19460,16769,16769,16769,149,0,0
434584,"ILISAGVIK COLLEGE","UIC/NARL","BARROW","AK","99723",2,8,"EDNA AHGEAK MACLEAN","PRESIDENT","9078523333","90785233331708","90785233331771","920158414","-1","03461300",4,"ilisagvik.co.north-slope.ak.us",4,2,1,1,3,1,2,2,40,1,2,53,10,2,2,2,2,2,40,6,1,"A",-2,"-2","-2",1,1,1,1,81,"110300",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,1,1,-2,-2,-2,"071999","062000",1,1,3,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,2,2,1,13868,14948,14949,15474,16554,16555,4000,5080,5081,136,0,1
434593,"SAINT ELIZABETH MEDICAL CENTER SCH OF RADIOGRAPHY","2215 GENESEE ST","UTICA","NY","13501",36,2,"ROSE VINCENT","CHIEF EXECUTIVE OFFICER","-1","-1","3157988258","-1","017262630","00646102",1,"-1",5,2,2,4,4,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,2,1,"A",-2,"-2","-2",1,5,1,1,0,"12152000",5,4,-2,-2,1,11,5,4,-2,-2,1,4,-2,5,5,5,2,4,-2,-2,2,"-1","-1",-1,-2,-2,5,-2,-2,1,-2,-2,,-2,,,,,,,,,,,,,,,,,,,,17,-2,-2
434645,"INTERNATIONAL BUSINESS SCHOOL","3305 ANDREWS HWY","MIDLAND","TX","79703",48,6,"Kirk Williams","President/Owner","9156947584","9156947584","9156947584","-1","-1","02538903",1,"www.ibclubbock.com",9,3,3,2,2,1,2,2,0,2,10,1,32,9,2,2,2,2,-3,2,1,"A",-2,"-2","-2",1,1,1,1,81,"111600",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,3,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,448,-2,-2
434654,"UNIVERSITY OF ADVANCED RESEARCH-HAWAII CAMPUS","65 KUIKAHI ST","HILO","HI","96720",15,8,"FREDERICK MITCHELL","CHANCELLOR","8088833827","8088833827","8088833827","990335998","-1","-2",6,"-1",3,1,3,2,7,1,1,2,20,1,-1,-1,-1,-1,2,2,-1,2,-3,5,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
434663,"WESTERN SEMINARY-SEATTLE BRANCH","2525 220TH ST SE STE 100","BOTHELL","WA","980214440",53,8,"BERT DOWNS","PRESIDENT","5035171800","5035171806","5035171810","930429022","-1","007178A1",2,"www.westernseminary.edu",2,1,2,4,7,2,1,1,21,1,-2,-2,-2,-2,2,2,-2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111600",1,1,2,210368,-2,0,1,1,2,210368,-2,1,-2,-2,-2,1,-2,1,2,210368,-2,"-2","-2",-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
434672,"THE COMMUNITY COLLEGE OF BALTIMORE COUNTY","800 S ROLLING RD","CATONSVILLE","MD","21228",24,2,"IRVING PRESSLEY MCPHAIL","CHANCELLOR","4108691211","4104554706","4108691250","521020879","-1","00206300",1,"www.ccbc.cc.md.us",4,2,1,1,3,1,2,2,40,1,24,0,5,2,2,2,2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"110800",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,1,1,-2,-2,-2,"071999","062000",1,1,1,1,-2,-2,1,-2,-2,1,-2,1,1,0,1,1,1,1,1,2,1,,,,7916,9506,11156,5916,7506,9156,10141,0,0
434690,"GOLF ACADEMY OF THE CAROLINAS","3361 WACCAMAW BLVD","MYRTLE BEACH","SC","29579",45,5,"DANA SCHWARTZ","PRESIDENT","8003427342","8432360481","8003427342","953609840","078736089","02208703",1,"www.sdgagolf.com",6,2,3,2,3,1,2,2,40,1,1,0,1,1,2,2,2,2,40,4,1,"A",-2,"-2","-2",1,1,1,1,81,"111000",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,3,122366,-2,"011999","121999",1,-2,-2,1,-2,-2,1,-2,-2,3,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,154,0,0
434706,"STRAYER UNIVERSITY-HENRICO CAMPUS","11501 NUCKOLS ROAD","GLEN ALLEN","VA","23059",51,5,"DONALD STODDARD","PRESIDENT","8045271000","8045271009","8045271000","520500740","-1","00145920",1,"www.strayer.edu",3,1,3,2,7,1,1,2,20,1,38,0,2,1,2,2,2,2,-3,4,1,"A",-2,"-2","-2",1,1,1,1,81,"111400",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,-2,1,2,131803,-2,"-2","-2",-2,-2,-2,1,-2,-2,1,-2,-2,4,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,263,0,0
434715,"FLORIDA COASTAL SCHOOL OF LAW","7555 BEACH BLVD","JACKSONVILLE","FL","32216",12,5,"DONALD E LIVELY","DEAN","9046807700","9046807717","9046807710","650550832","942258203","03374300",4,"www.fcsl.edu",3,1,3,2,-2,2,2,1,1,1,-1,-1,-1,-1,2,2,2,2,57,1,1,"A",-2,"-2","-2",1,1,1,1,11,"12152000",1,1,-2,-2,-2,0,5,4,-2,-2,2,4,5,-2,-2,5,3,4,-2,-2,4,"-1","-1",-1,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,344,-1,-1
434724,"FLORIDA SCHOOL OF PROFESSIONAL PSYCHOLOGY","410 WARE BLVD","TAMPA","FL","33619",12,5,"Dale Coovert","Dean","8137401108","8137401108","8137401108","362855674","075625814","02179909",1,"www.aspp.edu",3,1,3,2,9,2,1,2,10,1,6,1,4,7,2,2,-3,2,-3,-3,1,"N",-2,"-2","-2",1,1,1,1,81,"112800",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,-2,-2,1,3,1,-2,-2,-2,"091999","082000",1,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,1,,,,,,,,,,74,0,0
434751,"WHITE EARTH TRIBAL AND COMMUNITY COLLEGE","202 MAIN ST S","MAHNOMEN","MN","56557",27,4,"DR HELEN KLASSEN","PRESIDENT","2189350417","2189350417","2189350417","411737979","-1","-2",6,"-1",4,2,1,1,3,1,2,2,40,1,-1,-1,-1,-1,2,2,2,1,-3,7,1,"A",-2,"-2","-2",1,1,1,2,81,"111400",1,1,-2,-2,-2,0,5,5,-2,-2,-2,5,-2,5,5,5,1,5,-2,-2,-2,"-1","-1",-1,-1,-1,5,-2,-2,,,,,,,,,,,,,,,,,,,5494,5494,5494,6332,6332,6332,,-2,-2
434760,"MEDICINE CREEK TRIBAL COLLEGE","2002 E 28TH ST","TACOMA","WA","98404",53,8,"KAY RHOADS","PRESIDENT","2535737950","-1","-1","-1","-1","-2",6,"-1",4,2,1,1,3,1,2,2,40,1,-2,-2,-2,-2,2,2,-1,1,-3,2,1,"M",-2,"-2","07002000",1,5,1,2,141,"12152000",5,5,-2,-2,-2,141,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"-2","-2",-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
434779,"WATERMAN TRAINING INSTITUTE","600 F ST","MARTINEZ","CA","94553",6,8,"WILLIAM E WATERMAN","PRESIDENT/DIRECTOR","6503447652","6503447652","6503447652","680374141","-1","03290301",1,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,1,10,"12152000",5,4,-2,-2,1,0,5,4,-2,-2,1,4,-2,5,5,5,3,4,-2,-2,2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,18,-2,-2
434788,"KELLER GRADUATE SCHOOL OF MANAGEMENT INC","3333 MICHELSON DR STE 420","IRVINE","CA","926121682",6,8,"JANICE ORCUTT","CENTER DIRECTOR","94475256310","94475256310","94475256310","-1","168850493","02075427",1,"www.keller.edu",3,1,3,2,7,2,1,2,20,1,-2,-2,-2,-2,2,2,-2,2,-3,2,1,"A",-2,"-2","-2",1,1,1,1,81,"111300",1,1,2,420963,-2,81,2,2,2,420963,-2,1,5,-2,-2,1,-2,1,2,420963,-2,"-2","-2",-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,1,,,,,,,,,,,-2,-2
434797,"PIERRES SCHOOL OF BEAUTY","89 STATE STREET","BANGOR","ME","04401",23,1,"THOMAS MCGUERN","CHIEF EXECTIVE OFFICER","2077806187","2077749413","-1","010357054","927390237","00945903",1,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-2,2,-3,2,1,"A",-2,"-2","-2",1,1,1,1,81,"111600",1,1,2,161493,-2,10,5,4,-2,-2,4,4,-2,5,5,5,3,4,-2,-2,4,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,89,-2,-2
434803,"CHRISTIES EDUCATION INC","55 E 59TH ST 15TH FL","NEW YORK","NY","10022",36,2,"BRUCE J ALTSHULER","DIRECTOR OF STUDIES","2123551501","2123551501","2123551501","061443963","-1","-2",6,"www.christies.com/education/index.html",3,1,3,2,7,2,1,2,20,1,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,10,"12152000",5,5,-2,-2,-2,10,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
434812,"BETA TECH","8088 RIVERS AVE","CHARLESTON","SC","294069235",45,5,"Gerald Yagen","President","8435690889","8435690471","8435690889","-1","949265060","03304300",1,"-1",8,3,2,3,1,1,2,2,0,2,64,0,2,2,2,2,-1,2,-3,2,1,"A",-2,"-2","-2",1,5,1,1,10,"12152000",5,4,-2,-2,3,81,1,1,-2,-2,-2,1,-2,1,1,1,2,1,-2,-2,-2,"012000","122000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,2,,,,,,,,,,130,-2,-2
434821,"BLUE CLIFF SCHOOL OF THERAPEUTIC MASSAGE","1919 VETERANS BLVD STE 310","KENNER","LA","70062",22,5,"RICHARD DENNEY","DIRECTOR","5044710294","5044710294","5044710294","-1","793318775","03294300",1,"BlueCliffSchool.com",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"112700",1,1,-2,-2,-2,10,5,4,-2,-2,2,4,-2,5,5,5,3,4,-2,-2,4,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,140,-2,-2
434830,"CREATIVE IMAGES COLLEGE OF BEAUTY","1076 KAUFFMAN AVE","FAIRBORN","OH","45324",39,3,"NICHOLAS E SCHINDLER","PRESIDENT","3122365848","-1","-1","-1","842395006","03319300",1,"-1",6,2,3,2,4,1,2,2,0,2,19,0,14,0,2,2,-1,2,-3,2,1,"A",-2,"-2","-2",1,5,1,1,10,"12152000",5,4,-2,-2,3,81,1,1,-2,-2,-2,1,-2,1,1,1,3,1,-2,-2,-2,"011999","121999",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,2,,,,,,,,,,,122,-2,-2
434849,"CSC INSTITUTE","1111 STREET RD STE 222","SOUTHHAMPTON","PA","18966",42,2,"ALEXANDER LEBED","CEO","2153967920","2153967921","2153967921","232806846","937506996","03307300",1,"WWW.CSCINSTITUTE.COM",9,3,3,2,1,1,2,2,0,2,1,0,1,0,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,1,0,"12152000",5,4,-2,-2,3,81,1,1,-2,-2,-2,1,-2,1,1,1,3,1,-2,-2,-2,"012000","122000",1,-2,-2,1,-2,-2,1,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,,-2,1,,,,,,,,,,620,-2,-2
434876,"CENTER FOR EMPLOYMENT TRAINING-TRACY","757 E 11TH ST","TRACY","CA","95376",6,8,"DAN PIMENTEL","DIRECTOR","4082877924","4082877924","4082877924","941658311","-1","023328A7",5,"-1",8,3,2,3,2,1,2,2,0,2,6,3,9,47,2,2,2,2,-3,4,1,"A",-2,"-2","-2",1,1,1,2,81,"112000",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,2,1,5,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,,,,,,,,,,32,-2,-2
434885,"KELLER GRADUATE SCHOOL OF MANAGEMENT INC","3030 N ROCKY PT DR W  SUITE 100","TAMPA","FL","336075901",12,5,"PAUL SPILKO","CENTER DIRECTOR","81328889940","81328889990","81328889940","362781982","040583754","02075429",1,"WWW.KELLER.EDU",3,1,3,2,7,2,1,2,20,1,-2,-2,-2,-2,2,2,-2,2,-3,1,1,"A",-2,"-2","-2",1,1,1,1,81,"111300",1,1,-2,-2,-2,81,2,2,2,437334,-2,1,5,-2,-2,1,-2,1,2,437334,-2,"-2","-2",-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,1,,,,,,,,,,,-2,-2
434894,"POLARITY REALIZATION INSTITUTE INC","59 INDUSTRIAL PK RD","PLYMOUTH","MA","02360",25,1,"KRIS STECKER","PRESIDENT","-1","9783560980","9783650980","043105906","-1","-2",6,"www.ryse.com",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
434900,"JOHN DEWEY COLLEGE-CAROLINA CAMPUS","ROAD 3 COMPOUND 11 LOT 7 CAROLINA INDUSTRIAL PARK","CAROLINA","PR","00986",72,9,"CARLOS A QUINONES-ALFONSO","PRESIDENT","7877530039","7877691515","7877691515","660498051","-1","03112101",4,"-1",8,3,2,3,2,1,2,2,0,2,0,0,0,99,2,2,2,2,-3,9,1,"A",-2,"-2","-2",1,1,1,1,81,"112800",1,1,-2,-2,-2,11,1,1,-2,-2,-2,1,-2,5,1,1,2,1,1,434900,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,,,,,,,,,,354,-2,-2
434919,"PONCE JUNIOR COLLEGE","CALLE SALUD 23","PONCE","PR","00731",72,9,"ROXANA LANAUSE","DEAN","7872592969","7872592969","7872592960","-1","-1","-2",6,"-1",5,2,2,3,3,1,2,2,40,1,-1,-1,-1,-1,2,2,-1,2,-3,9,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,2,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
